age,income,credit_score,loan_amount,debt_to_income,employment_years,num_accounts,late_payments,savings,education_level,default
30,15026.92,753,22676,0.3088,20,6,0,15802.03,3,0
35,31555.86,632,66836,0.3366,7,6,0,2886.24,3,0
49,27418.7,806,38463,0.3906,18,12,0,10074.2,2,0
49,26970.38,769,49990,0.4167,24,1,1,10901.82,3,0
52,18178.02,320,64627,0.2103,8,12,0,948.74,3,1
56,24322.97,527,21221,0.7833,28,10,0,5571.04,1,0
63,51491.25,675,73843,0.1289,6,9,1,3728.77,2,1
69,30498.41,429,52313,0.5524,7,1,0,1709.23,1,1
46,39311.05,713,30251,0.4904,8,6,1,604.63,2,1
66,36284.78,370,47586,0.289,16,7,0,275.11,0,0
46,108901.83,703,75418,0.3176,14,8,1,19570.73,1,0
61,121066.38,696,54884,0.0962,15,2,0,4014.37,0,0
33,45562.17,636,53620,0.5619,6,11,3,6793.91,3,0
61,33031.97,804,11040,0.359,9,8,1,3447.92,0,0
64,20082.55,575,72677,0.4619,18,11,1,1813.49,3,0
27,152979.74,312,46878,0.6807,5,10,0,3028.64,0,0
47,17795.26,302,6969,0.1219,24,14,2,1863.13,3,1
42,30899.57,523,14162,0.2642,11,2,0,14183.12,3,0
56,30926.23,474,66435,0.5134,14,2,2,23806.95,0,1
37,32381.38,684,75667,0.261,9,9,2,5700.48,1,0
22,23076.14,540,6037,0.3317,26,7,1,17311.78,2,0
18,83787.1,846,61526,0.4403,23,8,1,5547.55,1,0
47,20880.41,313,15693,0.1774,17,1,1,5920.03,0,0
66,60342.1,494,60090,0.5478,3,10,1,6638.13,3,0
20,20949.6,696,3451,0.4251,29,6,1,17161.12,0,0
62,18291.61,730,66560,0.5219,10,1,0,27539.59,2,0
31,123073.2,605,6962,0.3225,4,5,2,13643.1,0,0
47,24489.6,633,17444,0.2788,12,2,0,21932.22,1,0
67,92479.56,709,41443,0.5822,9,9,0,10292.51,3,0
21,50399.11,302,17506,0.0684,21,3,1,18279.51,1,1
35,18647.45,751,39384,0.2661,28,10,0,8137.88,3,0
54,154999.61,794,25248,0.1631,6,7,0,14815.1,1,0
42,27763.73,716,47162,0.371,10,2,2,12216.33,1,1
65,103361.23,690,43690,0.2455,3,10,1,13833.47,0,0
18,23320.36,672,70625,0.4367,3,4,0,2670.65,2,1
63,101569.09,351,69008,0.2319,4,10,1,1669.42,1,0
32,15599.27,675,61309,0.3618,24,3,2,10585.16,0,0
26,47264.55,694,44237,0.1698,8,1,1,6594.94,3,0
32,81026.49,441,36732,0.3597,29,10,1,14467.24,3,0
66,137860.22,385,9104,0.0758,0,6,0,1584.15,1,0
41,122960.38,763,35980,0.5778,28,5,0,29506.18,3,0
21,92072.24,345,75990,0.441,15,6,0,12175.21,2,0
29,113593.49,537,40560,0.6271,4,14,2,232.57,0,0
54,24997.59,309,10554,0.3088,4,1,0,8592.82,1,1
54,30044.96,829,46987,0.6947,6,11,2,3748.68,2,1
60,30346.74,477,31985,0.6089,7,8,3,3211.37,0,1
23,36298.29,305,49167,0.4414,18,4,0,23244.7,0,1
56,37488.97,606,41428,0.4767,0,7,3,18075.76,1,0
63,50391.65,847,68238,0.0747,17,8,3,96.0,3,0
41,22839.46,626,63723,0.3333,21,3,1,2004.91,0,1
28,67884.57,655,18038,0.3997,10,14,1,12712.95,0,0
30,23253.09,694,23219,0.0894,29,4,1,18851.3,3,0
51,31717.99,599,5271,0.3368,21,9,0,12644.44,3,0
42,46493.7,825,28397,0.3838,26,12,0,7450.81,1,0
24,86630.88,584,75491,0.1677,28,9,2,41719.06,1,0
69,75526.54,629,30602,0.3885,15,7,0,15959.28,0,0
21,61671.47,349,55471,0.3148,20,3,0,6309.77,3,0
25,22620.04,677,63150,0.4054,10,14,0,8758.12,1,0
37,50638.35,837,45227,0.3659,20,11,1,458.54,1,0
46,19117.89,443,24116,0.2167,8,4,1,33448.74,3,0
68,36320.63,359,7674,0.2972,26,7,1,4505.76,3,0
62,39012.49,374,18469,0.4231,6,13,1,10832.87,0,0
63,16828.15,302,6446,0.1821,21,6,0,10994.63,3,0
27,29408.5,747,21760,0.4682,14,6,0,586.28,1,0
60,155203.38,574,2963,0.197,10,11,0,3090.46,3,0
51,153202.15,829,77002,0.4493,22,4,1,10676.72,2,0
43,34546.62,514,28262,0.549,18,10,1,24322.1,0,0
58,16982.54,784,6177,0.1587,28,8,1,15079.33,3,0
66,23880.65,628,12160,0.3495,6,9,0,8678.3,0,0
20,37407.24,554,8543,0.4582,15,10,2,2645.97,3,0
23,147852.78,686,40278,0.4556,2,7,2,29728.47,2,0
22,21849.82,425,30607,0.3342,15,8,3,5169.58,1,1
22,79884.33,849,18221,0.0946,7,10,1,1624.07,1,0
64,20177.46,623,4323,0.4996,25,2,0,218.76,1,1
40,193963.46,503,53105,0.4025,9,4,1,29987.56,0,0
66,36629.09,471,77151,0.3842,8,3,1,15046.97,1,0
26,82171.4,516,67968,0.3969,2,6,1,2438.37,1,0
52,33875.21,544,24238,0.5991,6,2,1,1528.91,0,1
37,59458.73,635,64830,0.3756,7,7,3,32059.07,0,0
66,24594.59,597,74967,0.3998,2,8,1,2754.79,1,1
59,22103.19,481,9330,0.2097,15,4,0,6197.8,3,0
52,140174.52,633,45153,0.4711,21,8,1,9437.99,2,0
67,127353.47,810,9611,0.1076,28,8,1,644.11,0,0
35,113303.67,682,14872,0.4588,13,3,0,4222.55,2,0
34,59189.36,498,50455,0.2375,6,1,0,28759.99,2,0
41,89324.6,631,35930,0.4429,3,11,4,12051.32,0,0
20,18219.11,464,73022,0.1111,5,3,0,4585.26,2,1
49,33344.3,541,63714,0.0238,6,10,1,15689.21,3,0
52,31940.02,526,49716,0.4947,11,12,2,18151.52,1,0
55,60433.24,750,67704,0.2496,6,14,0,1646.14,3,0
30,34799.59,495,1415,0.5603,26,13,0,8833.26,2,0
64,22234.37,503,77441,0.4376,0,1,1,4568.97,1,1
42,55837.37,757,71779,0.4928,17,12,0,7069.68,0,0
26,90783.37,556,72435,0.3897,10,14,0,6331.12,3,0
21,36666.0,828,10888,0.447,10,2,1,7008.25,1,0
31,21384.29,571,46299,0.2974,16,8,3,7380.36,0,0
54,24855.56,308,59765,0.1798,24,4,2,717.71,3,1
51,27200.89,500,63714,0.1252,11,14,0,1956.43,3,0
28,31043.79,358,16935,0.181,22,13,0,8351.66,3,1
58,61325.05,692,74002,0.4421,26,9,1,27494.17,3,0
20,56339.58,418,77729,0.6639,22,7,2,13724.54,2,0
45,68594.56,698,2320,0.1817,18,3,1,2726.53,0,0
46,35259.19,630,47032,0.4174,20,14,2,4489.75,1,0
26,93176.61,566,78763,0.2555,17,1,0,4085.4,0,0
20,25271.98,819,18907,0.3176,20,13,0,14675.77,2,1
42,43488.15,779,39002,0.2297,23,1,1,35826.05,2,0
51,87636.42,433,45838,0.22,12,14,2,4391.34,1,0
29,23939.0,654,39912,0.4775,9,1,1,148.71,1,0
59,20237.1,797,1552,0.0668,18,10,1,27627.56,0,0
26,111815.0,406,21140,0.3402,3,3,3,13992.91,3,0
32,33898.39,589,49737,0.1234,23,5,1,17979.13,1,0
57,66822.1,446,34367,0.3702,14,8,1,2340.54,0,1
42,16155.39,626,25061,0.465,17,8,2,10374.91,1,0
22,67710.04,714,43124,0.4824,0,2,1,2648.89,2,0
28,32097.55,509,46638,0.176,18,9,0,116.85,2,0
51,17580.96,595,2982,0.0962,1,9,1,1708.67,3,0
41,57350.79,697,36765,0.0203,9,7,4,25614.47,3,0
32,27397.28,402,55681,0.0915,29,12,1,2424.79,3,0
55,37008.42,807,64232,0.7212,17,10,1,8798.19,3,1
25,18780.59,508,63349,0.5371,3,5,1,34424.33,1,1
22,22163.42,727,64474,0.4357,28,5,0,787.04,0,0
65,30920.53,692,30513,0.047,28,8,1,16499.33,2,0
43,19232.09,408,23592,0.3031,21,8,2,9102.02,0,0
35,123772.59,647,24618,0.171,9,5,0,3906.75,2,0
23,15272.94,349,52632,0.1938,25,6,0,4529.57,1,1
54,44761.99,404,16409,0.3908,20,6,2,275.59,1,0
65,20918.87,719,10529,0.6349,3,6,1,2954.93,3,0
30,31546.76,672,25154,0.6515,23,5,2,5506.07,1,0
45,132202.29,326,33882,0.809,26,9,2,12620.03,2,0
22,22936.77,572,45917,0.24,20,14,1,3212.78,3,0
30,166941.38,639,16701,0.2186,17,1,1,8682.39,1,0
34,25368.58,600,76281,0.4036,19,10,0,13156.04,1,0
67,75890.19,779,69225,0.3372,22,3,1,11990.88,1,0
57,50601.79,843,53492,0.3732,3,7,3,8923.09,0,0
62,112123.53,564,3988,0.151,14,13,1,8679.56,1,0
49,51333.95,841,36919,0.2424,21,9,1,12773.0,0,1
46,49414.67,465,49426,0.3707,17,2,3,4087.38,3,0
68,24786.69,615,53167,0.3539,8,13,2,5982.28,0,0
20,23180.86,300,10013,0.4772,19,11,3,33863.14,2,1
57,126725.04,560,40113,0.4785,28,13,1,11044.35,1,0
51,32876.53,362,4574,0.1272,16,14,2,7337.45,3,0
57,35940.57,782,8838,0.1662,29,4,0,8634.9,2,0
44,79187.18,620,32368,0.2285,2,8,2,1102.94,1,0
30,33618.05,500,33228,0.3469,12,5,0,8964.61,0,0
62,151703.52,521,50711,0.1232,29,12,0,18109.36,2,0
50,75261.08,451,47097,0.1333,6,11,1,7415.3,0,0
23,55944.8,761,56773,0.3242,13,8,0,1946.75,1,0
41,110748.8,516,29639,0.2184,29,12,2,5945.88,2,0
36,17289.53,495,15823,0.6696,25,11,1,3257.63,1,1
33,28371.46,501,24510,0.0966,24,2,0,4458.82,2,0
57,43150.04,533,39333,0.7745,5,12,1,2549.04,1,0
45,26585.18,440,5435,0.1591,13,8,2,4063.32,0,1
50,76299.34,797,39418,0.4683,13,6,1,17242.78,3,0
65,128214.5,356,58955,0.773,28,5,0,14176.04,0,1
58,39806.19,803,60507,0.1901,13,13,1,6744.02,3,0
30,33843.83,441,52033,0.429,19,2,0,15255.65,2,0
60,161628.7,838,73972,0.2053,17,7,1,37117.46,1,0
62,41483.46,405,48219,0.3817,8,1,2,5211.19,1,1
42,45216.62,464,35477,0.4599,11,14,0,39113.83,0,0
59,34499.6,514,43721,0.4421,13,6,0,2822.38,3,0
53,123132.35,370,68228,0.0627,23,3,2,30908.74,3,0
44,52869.48,389,16523,0.1642,22,6,2,19982.95,2,0
55,79629.83,527,33326,0.0773,15,1,2,2220.58,1,0
24,90162.86,378,43205,0.2829,1,1,0,4305.42,3,1
22,33824.44,648,1125,0.7795,15,2,2,12307.31,3,0
60,40587.96,545,67735,0.6938,17,10,1,2127.24,1,0
62,99914.25,571,17375,0.2858,23,7,0,8933.23,0,0
68,35312.4,702,3711,0.1453,8,12,0,7653.03,1,0
48,86080.39,415,33437,0.7848,24,14,1,3451.33,3,1
40,142353.95,734,29022,0.7532,7,12,0,3574.37,0,0
59,58923.07,829,10182,0.228,0,4,0,7263.07,2,0
27,75900.85,741,72531,0.1442,4,4,1,3564.6,1,0
49,88586.47,471,41950,0.2808,6,4,0,1987.62,1,0
60,98906.37,315,13920,0.1005,9,5,1,14843.87,0,0
47,37617.67,355,23144,0.2342,21,2,1,8717.04,3,1
56,17368.09,402,3565,0.0574,10,11,0,5756.06,0,0
48,38128.09,583,54942,0.1699,11,7,1,1999.74,1,0
35,65404.97,816,71560,0.2324,0,3,0,9023.03,0,0
53,41931.34,577,25691,0.5872,25,11,5,9904.93,0,0
19,77197.0,568,34799,0.336,5,3,0,6534.57,2,0
31,34871.25,699,67777,0.2461,3,11,1,4663.93,3,0
30,60322.07,802,35510,0.2164,2,13,1,20192.63,0,0
46,24283.98,385,78366,0.7486,3,2,1,12201.35,1,1
29,77269.89,619,29975,0.1584,23,6,1,4403.23,0,0
56,50504.49,331,54242,0.0353,26,4,4,8991.64,3,1
19,25270.66,635,47546,0.546,5,4,0,2662.22,3,0
49,30533.36,350,24267,0.2635,24,8,0,115.36,1,0
30,77133.51,378,78911,0.212,4,12,2,20313.93,3,1
63,44652.36,473,70939,0.1907,26,2,0,17086.45,1,0
44,25952.39,800,5897,0.3463,8,7,0,10199.95,3,0
66,168877.48,375,1163,0.5159,3,2,0,16676.69,0,0
58,71506.72,615,53540,0.5087,13,6,0,15178.74,1,0
34,156736.31,672,31030,0.4164,14,13,1,19679.45,3,0
57,40067.38,380,56313,0.5818,27,5,3,22243.66,2,1
48,44004.67,370,30870,0.1542,3,8,1,17081.72,2,0
51,117705.46,370,30482,0.0283,21,6,1,19088.47,1,0
41,48504.5,345,32058,0.6293,13,12,2,6965.45,2,0
62,70284.08,346,58255,0.2425,28,7,1,12310.27,0,0
52,28076.26,721,65930,0.5703,9,6,2,4053.35,0,1
65,41635.62,448,51500,0.088,26,8,1,19742.31,3,0
23,20929.26,429,27379,0.3453,6,2,1,19560.96,0,0
36,25379.1,755,68787,0.1805,29,12,2,684.31,1,0
47,15042.47,804,24674,0.3228,17,7,0,4262.09,0,0
24,16802.55,543,7590,0.43,19,5,1,1880.72,3,0
27,185310.51,773,32432,0.4748,14,14,2,1459.51,0,0
58,27489.24,681,41426,0.271,28,12,1,5359.6,3,0
49,63986.76,402,50584,0.1411,7,13,1,9825.95,1,0
51,97213.67,788,39015,0.2661,8,9,1,4211.77,2,0
45,50998.94,336,74251,0.6695,4,11,0,3699.27,0,1
32,22480.13,848,70353,0.3392,5,9,2,992.21,3,0
47,73607.16,819,5600,0.0656,25,8,0,4827.56,1,0
54,56261.38,632,25690,0.2276,11,8,1,6367.25,2,0
46,74128.92,696,34762,0.3727,6,14,0,5086.71,2,0
39,81085.87,595,38499,0.6284,6,4,2,11396.98,2,0
21,181744.37,406,8670,0.7268,14,12,2,3398.99,0,0
37,53353.11,829,18341,0.4713,18,8,1,12589.31,2,0
49,33810.23,382,74823,0.2025,12,2,2,21436.12,2,0
53,62045.01,587,18015,0.1881,17,11,2,8946.28,2,0
67,18190.29,760,66126,0.3111,9,5,0,4921.31,0,0
21,117460.1,514,56197,0.326,7,4,2,1980.76,1,0
44,20720.86,580,50849,0.2072,24,5,0,26944.98,2,0
34,32876.84,758,16852,0.08,10,5,1,13937.45,1,0
29,91114.65,643,56361,0.4205,7,5,0,2829.48,2,0
39,55931.74,493,22258,0.1974,7,7,1,1632.66,2,0
34,37512.33,457,63355,0.4438,14,1,2,505.67,0,1
27,43862.18,764,42508,0.4055,1,13,2,2114.04,2,0
18,101755.72,403,68784,0.6082,26,2,2,13181.69,3,0
39,33698.49,333,72728,0.7488,19,7,1,9929.93,2,1
43,106688.84,401,28410,0.1017,21,1,0,34245.68,1,0
35,19151.82,624,10895,0.1405,23,9,1,3885.65,3,0
67,82485.6,440,72942,0.6944,12,12,0,15445.88,0,1
31,99640.64,773,34924,0.5233,17,3,2,1283.55,3,0
64,24030.15,330,71831,0.1335,11,11,0,8268.68,3,1
46,40322.72,362,13264,0.712,7,6,2,6288.41,3,1
29,23141.5,386,29038,0.0901,16,4,1,18213.91,3,0
53,70180.46,603,10136,0.1135,26,3,0,12093.31,3,0
52,49490.97,360,14213,0.2695,5,8,0,2160.63,1,1
69,60393.49,695,78608,0.5324,15,13,1,41279.72,3,0
29,24844.28,633,28431,0.2314,23,2,2,17324.16,1,0
24,25707.06,710,43290,0.4045,23,13,0,4379.32,1,1
46,16907.23,583,68539,0.0505,27,3,0,17488.74,1,0
28,32491.84,765,43747,0.8374,26,8,0,31444.79,0,0
50,51918.02,379,76974,0.2095,22,3,2,22098.41,3,1
23,102816.15,376,70208,0.4132,22,8,1,8124.04,2,0
64,64472.77,839,73994,0.3501,13,7,2,8607.33,0,0
32,40723.41,660,70015,0.3418,26,2,0,1127.2,2,0
49,152707.5,376,15887,0.1296,9,1,1,1799.72,3,1
68,72162.31,808,1051,0.0559,26,1,1,40517.82,3,0
28,134773.03,463,68695,0.1938,27,2,2,14687.64,2,0
40,48745.67,308,70926,0.4388,24,7,1,258.38,1,1
43,28483.15,474,29491,0.2149,1,9,1,7930.62,3,0
51,17442.29,761,17080,0.5101,12,7,0,4235.73,2,0
63,73272.16,606,35880,0.4949,0,3,0,3732.59,0,0
51,20819.18,544,60965,0.0715,27,8,0,8132.92,2,0
46,31229.13,421,48361,0.2599,17,8,0,3858.84,0,1
21,49213.22,484,67890,0.4009,29,9,1,2897.57,0,0
34,52398.1,331,72156,0.1681,13,11,0,27776.56,3,1
52,56298.74,609,70290,0.6033,2,12,0,406.73,0,1
30,23182.26,671,17593,0.2685,14,13,3,5730.04,3,0
58,36492.56,355,17167,0.0886,8,9,1,7157.73,2,1
56,58210.24,572,34005,0.6072,25,12,0,5797.32,1,0
32,172524.22,763,66471,0.3762,12,14,1,10707.58,0,0
46,73526.91,755,51728,0.337,22,9,0,260.11,3,0
46,130146.77,548,9691,0.2898,4,4,0,21628.1,1,0
28,79636.92,377,10756,0.1194,4,10,1,6935.72,0,0
69,55310.76,833,37308,0.1978,21,4,0,8067.07,2,0
49,24595.0,407,65079,0.037,1,11,1,6213.31,0,1
19,64440.12,572,66524,0.3823,0,2,0,5879.02,2,0
64,58943.28,314,61466,0.2469,26,8,1,2066.55,2,1
31,56511.73,669,10327,0.1381,16,2,0,7019.77,2,0
37,45281.61,603,29520,0.0939,18,3,1,5470.53,2,0
39,48847.58,504,44308,0.1507,16,9,1,6313.36,3,0
28,33320.86,412,17533,0.1889,8,2,0,139.27,3,0
44,47964.22,552,45488,0.1996,9,1,0,1402.9,3,0
20,24904.19,740,68160,0.6341,28,5,1,14404.18,1,1
34,88604.27,485,41429,0.2081,14,7,0,5431.84,2,0
61,24248.44,526,52726,0.2121,12,4,2,13583.17,0,0
45,18995.75,827,74065,0.5335,28,4,0,1876.69,1,1
46,40791.18,653,21653,0.145,20,11,0,11980.25,1,0
38,63322.98,300,57921,0.8405,24,3,2,3412.4,1,1
64,40908.74,719,14654,0.1956,20,6,1,12211.92,1,0
33,29580.27,460,3108,0.3931,16,12,0,907.83,0,0
54,51757.47,460,70483,0.6346,26,13,0,4059.27,2,0
37,34178.18,427,8899,0.3604,27,8,1,1271.02,0,0
23,136549.04,450,14372,0.0509,22,11,0,9932.91,2,0
36,130170.83,743,38682,0.2429,6,13,2,4985.65,1,0
22,46405.59,770,68799,0.4182,3,14,0,771.8,1,1
20,32879.59,762,37583,0.0585,2,11,2,7473.2,3,0
18,75124.72,329,30295,0.0582,0,2,2,252.12,3,1
55,16683.17,772,67113,0.6304,6,6,1,17063.77,1,0
32,43976.27,379,50574,0.3377,4,8,0,27862.22,1,1
51,33448.21,338,65934,0.0931,25,1,2,16611.04,2,1
52,128960.24,539,31066,0.1957,16,4,0,30263.12,1,0
66,15543.4,636,9945,0.3004,16,1,0,22741.11,2,0
42,51215.22,579,30418,0.381,14,14,0,22531.32,1,0
41,75733.31,415,50874,0.1411,2,4,0,2816.21,0,0
29,44863.05,568,18130,0.4183,2,14,0,2628.84,1,0
35,19017.23,634,69248,0.4003,1,11,1,16577.0,2,1
32,176647.48,611,42394,0.287,7,9,1,6760.63,2,0
61,47842.48,352,50635,0.255,12,6,2,28527.16,0,1
33,57858.02,367,18404,0.2374,27,6,0,22755.41,2,0
44,27149.37,333,73629,0.3641,23,5,1,22365.94,3,1
25,44730.43,685,14156,0.2062,5,14,2,3947.03,0,0
63,40228.26,548,56618,0.2943,4,3,1,1426.04,1,0
42,18503.2,410,50999,0.2313,12,14,1,11330.29,1,0
34,20050.3,393,14785,0.2576,29,2,2,5808.49,1,0
46,96760.87,709,49359,0.4113,21,9,2,27172.29,2,0
25,27339.0,478,15694,0.4815,0,9,1,19232.03,1,0
32,24758.75,346,37114,0.3065,17,7,1,26426.7,1,0
44,46635.84,675,70549,0.8404,6,2,0,8390.2,1,0
63,80890.96,501,58230,0.2942,16,4,2,7470.29,3,0
67,17877.67,744,33799,0.2299,7,11,5,18778.64,3,0
69,53696.81,596,12156,0.0637,18,8,0,7172.15,3,0
24,20712.14,607,11304,0.232,15,10,0,23028.74,1,0
20,16671.41,792,41645,0.3736,13,6,1,350.35,1,0
46,17438.36,637,39938,0.6836,19,5,2,4443.97,2,1
61,95854.05,365,57982,0.3257,22,11,0,18008.02,2,0
41,20648.94,721,78614,0.2329,9,10,0,2356.6,2,0
20,17079.11,839,3315,0.2944,22,2,2,5091.05,2,0
37,40923.39,792,13420,0.7497,1,1,2,100.93,1,1
63,98603.58,616,19312,0.4974,20,1,2,3591.32,2,0
32,28696.42,374,22395,0.502,23,1,1,3836.62,0,0
42,39645.79,358,41301,0.2646,15,11,1,13188.07,1,1
47,16833.36,685,47972,0.5849,24,6,0,11311.33,1,0
31,41827.33,314,64294,0.1119,12,4,1,5887.1,0,1
24,53782.51,530,49225,0.6085,4,11,1,13038.05,2,0
34,53073.68,498,23854,0.2116,17,9,2,5592.02,0,0
61,33184.77,653,71780,0.3053,19,9,0,5702.41,2,0
37,32060.18,334,31929,0.2073,10,3,1,10372.0,0,1
53,20073.63,461,58103,0.4444,4,6,1,12833.16,1,1
26,35563.48,770,64620,0.4099,21,6,1,18766.92,2,0
55,19715.96,830,45590,0.4532,27,10,1,13919.2,2,0
65,80474.29,722,73554,0.0991,21,10,0,11096.18,2,0
39,167527.28,647,11621,0.1563,12,1,0,8243.44,1,0
19,172906.93,446,1973,0.3388,27,9,0,3683.26,2,0
41,105135.33,673,59786,0.3175,0,4,1,3025.71,0,1
25,56322.29,715,38097,0.3941,5,6,0,18531.09,2,0
28,69308.82,793,35245,0.1056,10,10,2,12635.26,2,0
30,30109.23,555,66211,0.0991,9,12,1,10948.55,1,1
34,59835.15,402,55841,0.3336,0,8,1,2995.35,0,1
25,42367.29,420,26346,0.8465,15,1,1,34998.34,0,1
38,44601.61,718,72980,0.1275,12,8,2,848.1,0,0
35,78805.26,649,50153,0.0869,20,6,0,18217.23,2,0
47,29902.74,341,77942,0.285,26,1,2,2367.1,3,1
35,32225.27,666,6972,0.5973,15,12,1,4980.13,3,0
63,131347.61,328,49063,0.556,14,12,0,5584.06,2,0
64,17604.0,313,66488,0.2625,6,9,0,10867.86,1,1
48,44916.94,784,58055,0.4844,13,13,1,7911.18,1,0
55,124780.21,488,65366,0.1301,29,9,4,2058.98,2,0
49,57414.29,594,11931,0.6136,23,10,0,304.76,0,0
28,50574.98,482,8702,0.2135,10,14,0,12630.63,0,0
62,27930.35,847,22540,0.3438,26,8,2,7030.42,2,0
42,33922.08,336,58450,0.3421,12,14,3,4490.81,0,1
50,100989.16,313,66252,0.3788,4,7,0,3348.29,0,1
55,51864.23,458,47904,0.1328,17,1,2,17318.56,3,0
58,47538.37,793,53320,0.869,2,11,1,15873.4,3,1
25,19720.21,628,32000,0.1636,11,1,0,17489.89,2,0
28,15727.11,382,3599,0.6323,6,8,1,2473.15,3,1
39,164198.83,321,57165,0.4505,25,13,1,19102.72,3,0
68,36293.4,431,59855,0.2444,19,10,1,42363.68,1,1
41,56596.01,764,1018,0.0896,14,8,0,9141.75,2,0
58,18738.24,755,1858,0.2435,0,1,0,483.2,1,1
34,66714.63,601,26992,0.0938,18,8,3,12115.53,3,0
29,136347.74,566,33580,0.2139,9,8,0,7724.22,3,0
63,53575.47,694,71916,0.1606,13,12,0,12449.59,0,0
49,21066.31,419,36800,0.0823,14,10,0,2085.45,1,0
32,54222.35,545,59770,0.1936,1,10,1,9308.94,1,0
33,80426.36,337,55941,0.6563,24,13,1,7747.79,2,1
39,38470.99,544,38487,0.1734,16,14,2,9225.37,0,0
45,110351.06,320,13943,0.204,24,12,0,13010.25,0,0
37,62072.98,409,62457,0.09,9,3,2,7857.38,0,1
50,118279.61,693,19836,0.4082,4,1,1,3883.28,3,0
27,58958.31,709,12394,0.2554,27,3,2,3696.21,3,0
57,21333.46,307,73158,0.3142,5,8,0,11876.19,3,1
49,31677.76,743,26280,0.3254,5,14,0,10902.04,1,0
67,25142.54,627,78318,0.2509,27,8,0,5481.86,1,0
50,122774.59,589,2159,0.6128,5,12,0,4362.42,2,0
19,79295.31,810,71162,0.2015,24,7,4,9679.2,0,0
50,65770.89,660,24440,0.528,13,2,2,3742.0,3,0
50,31112.54,518,78166,0.1443,12,13,0,33040.14,3,0
58,24152.81,705,53712,0.4268,12,5,1,9075.18,0,0
30,78559.69,519,48656,0.0568,24,10,1,8963.47,3,0
47,43923.95,406,7589,0.215,26,8,1,1465.68,3,0
50,26516.02,585,49241,0.3864,9,13,0,9407.06,1,0
30,58143.02,307,24233,0.2555,15,3,0,3494.51,1,0
69,16852.64,488,36011,0.7975,6,6,0,6011.69,3,1
43,32765.0,380,9177,0.3576,2,2,0,7726.22,3,1
39,43447.17,407,35528,0.3017,14,8,2,6499.95,1,0
56,22205.39,620,62351,0.3545,22,9,0,16575.43,0,0
19,202961.92,645,57831,0.336,4,1,2,1047.64,0,0
55,25556.12,627,52827,0.2139,24,4,1,1831.17,3,0
56,21285.06,601,24508,0.2252,7,6,1,1707.76,2,0
43,25240.74,499,55933,0.45,25,14,0,16973.59,2,0
63,80952.1,718,69772,0.3711,27,2,1,1258.18,3,0
67,39941.93,338,16611,0.1073,21,6,3,35558.33,0,0
32,52501.46,606,23282,0.3641,4,11,0,34791.14,2,0
51,15955.48,303,42003,0.2118,25,7,1,48056.43,1,0
59,16576.71,376,75216,0.3322,1,6,1,38966.01,2,1
61,41562.41,767,12340,0.2738,26,10,1,1613.66,1,0
66,91337.41,478,75684,0.0826,27,10,1,10712.42,2,0
57,112420.61,575,19165,0.4198,18,11,0,5103.1,0,0
28,19081.41,451,19260,0.5896,10,8,2,13161.09,3,1
20,49783.95,463,55515,0.6508,10,5,1,5207.38,3,1
23,125002.08,589,31480,0.1391,2,3,2,4832.73,3,0
26,37094.03,677,53527,0.2192,12,2,0,23428.98,1,0
23,94623.28,609,60789,0.1642,19,2,1,6823.0,3,0
26,21458.35,688,52902,0.1868,18,2,1,13461.44,2,0
56,138275.5,482,33191,0.2824,22,10,2,10495.85,0,0
48,77640.18,605,60488,0.2741,28,12,1,10720.92,3,0
49,142615.57,371,76082,0.6083,14,5,2,4294.26,1,1
58,65801.34,518,37044,0.1676,5,10,0,2909.52,1,1
67,35322.9,472,50600,0.5571,12,4,3,21665.83,0,0
29,140259.63,571,49776,0.3885,23,14,1,248.97,0,0
25,29506.46,767,13836,0.6134,17,2,0,1898.61,1,0
25,33167.64,568,75525,0.3233,17,5,1,1424.71,0,0
67,69300.2,319,53648,0.2212,0,7,1,29835.49,2,1
45,80228.25,802,14740,0.0364,20,5,1,50.39,2,0
37,134284.85,446,14102,0.1596,22,11,1,80.55,3,0
64,25312.41,728,52334,0.1493,24,8,0,2571.25,3,0
24,86976.5,464,31255,0.2,20,12,2,3272.37,1,0
28,75367.37,609,26221,0.2981,26,6,1,8205.82,1,0
37,17966.42,817,64265,0.4725,10,13,2,32500.9,2,1
33,37038.95,313,1719,0.4982,15,9,1,6255.68,0,1
21,29955.86,431,24140,0.3186,0,10,1,3407.73,3,0
23,31339.97,738,56779,0.105,18,5,1,16982.71,0,0
39,198213.99,562,2069,0.3398,7,8,0,4874.06,3,0
43,61322.83,524,55714,0.2962,18,14,2,1528.56,3,0
20,71911.52,557,74285,0.326,22,6,2,15826.95,1,0
58,184009.8,533,13935,0.6054,15,7,0,24.17,0,0
59,36308.97,635,45035,0.1028,25,12,0,2295.58,1,0
31,87840.66,708,28937,0.2762,2,8,1,10082.23,0,0
28,40654.49,323,19540,0.0965,1,4,1,1081.0,0,1
35,106648.8,570,74480,0.2053,11,4,0,2954.7,3,0
29,23966.39,394,49702,0.101,28,11,0,4997.28,0,0
40,147772.26,441,79283,0.356,9,6,3,5048.74,3,0
29,26109.95,380,77041,0.5321,29,2,0,36046.48,3,1
30,32768.36,573,78233,0.3614,21,9,0,11256.11,3,0
42,78511.88,575,37907,0.0862,1,12,2,377.24,2,0
