age,annual_income,spending_score,num_purchases,account_balance,tenure_months,support_calls,region,noise_feature1,noise_feature2,true_segment
35.8,75652.0,27.0,7,17283.45,97,0,3,-0.85,24.695,1
53.2,42528.0,56.6,5,7843.73,38,1,1,-1.26,56.605,2
22.9,29026.0,76.1,6,447.65,67,2,3,-0.384,29.593,0
64.8,49879.0,47.6,9,8878.22,34,1,1,-0.043,17.48,2
38.9,92162.0,25.5,9,22707.23,49,3,0,-0.171,27.196,1
35.8,46068.0,74.5,30,2654.03,28,1,3,0.553,32.405,3
24.6,25968.0,94.0,4,824.01,8,0,3,-1.125,45.978,0
55.6,47722.0,38.0,8,7918.57,49,4,1,-0.697,14.907,2
39.7,64637.0,42.9,10,19047.58,73,0,1,0.607,7.472,1
55.7,36526.0,47.7,7,6984.4,5,1,1,-0.873,38.924,2
26.5,34309.0,84.6,8,293.4,31,4,1,-1.605,57.008,0
56.7,63362.0,44.9,11,9784.26,53,4,3,0.776,81.375,2
54.7,59768.0,53.5,8,5165.47,35,2,1,0.494,49.711,2
60.2,45252.0,30.9,10,6054.45,58,1,1,-0.806,69.752,2
56.2,46918.0,63.2,6,11815.35,99,2,1,0.134,86.207,2
55.6,44932.0,54.5,9,7242.58,5,2,2,-0.263,67.637,2
35.5,59539.0,77.5,18,3274.1,33,0,0,0.461,18.018,3
45.4,73439.0,36.3,12,5245.23,111,4,0,1.04,64.101,1
36.5,52421.0,77.9,22,689.84,13,1,2,0.484,98.028,3
44.3,84961.0,34.5,10,13871.96,25,2,2,-0.253,81.675,1
27.4,36519.0,84.7,2,532.34,107,4,2,0.291,54.679,0
27.0,24566.0,64.5,9,533.65,24,2,3,1.001,88.635,0
36.8,76536.0,34.7,9,18897.36,119,2,0,-1.783,5.37,1
38.3,38075.0,88.6,25,2952.66,11,4,2,-0.62,77.984,3
54.1,52241.0,67.9,9,8409.18,115,1,2,0.955,63.537,2
43.6,43399.0,69.7,25,2588.4,83,3,1,-1.319,18.101,3
53.6,32893.0,49.6,7,9151.45,11,2,2,-0.602,78.049,2
35.9,80558.0,44.3,10,19591.8,97,0,3,-0.406,93.466,1
25.5,24328.0,61.9,9,413.58,30,2,1,-0.947,75.499,0
36.4,81896.0,31.2,17,16501.34,14,0,1,1.068,70.06,1
45.6,66949.0,29.6,5,14200.7,65,0,2,-0.336,74.953,1
23.3,27144.0,86.1,3,569.15,95,1,3,1.098,11.223,0
19.5,28854.0,76.4,4,859.57,67,4,1,0.818,89.272,0
64.4,64139.0,42.0,10,10197.56,107,3,0,1.344,62.577,2
50.2,64565.0,70.9,6,10132.86,25,1,1,1.119,28.685,2
23.8,33759.0,87.5,22,3437.53,25,0,2,0.811,7.404,3
31.8,42474.0,78.2,24,2414.21,51,0,1,-0.909,76.113,3
55.1,48312.0,53.0,11,9039.76,118,4,1,1.425,65.654,2
47.2,87514.0,11.6,8,19066.59,18,1,1,0.454,66.453,1
54.2,50861.0,73.7,3,6489.01,44,1,2,-1.501,46.197,2
26.8,33904.0,70.0,24,2361.49,58,5,2,-1.095,86.084,3
25.2,28907.0,79.5,6,838.31,54,2,1,0.224,90.208,0
36.2,65637.0,14.4,11,11142.18,34,0,2,-1.176,56.325,1
38.9,45237.0,79.0,11,1128.1,14,3,3,1.191,79.083,3
30.3,74247.0,40.1,11,14756.99,109,1,1,-0.96,78.848,1
51.7,51193.0,38.7,4,6324.4,44,2,1,0.509,67.949,2
59.6,54276.0,53.8,6,7144.31,27,2,1,0.567,39.096,2
20.5,29998.0,72.9,4,561.15,64,4,0,-1.025,39.164,0
46.2,88517.0,38.9,11,18272.22,95,2,3,0.328,21.503,1
41.8,76687.0,26.9,5,11892.36,43,3,2,1.257,3.628,1
23.7,35495.0,90.5,5,245.95,2,4,1,-0.192,36.387,0
24.9,32644.0,68.5,2,622.8,54,6,0,1.35,65.951,0
30.0,30246.0,73.4,19,3034.08,32,0,3,1.391,40.483,3
37.7,99723.0,28.6,11,10801.19,37,2,0,-0.577,62.768,1
53.6,70548.0,62.4,7,7695.36,98,2,0,0.379,82.561,2
42.4,98975.0,38.7,15,11488.6,34,2,0,-1.195,55.075,1
44.1,39011.0,97.5,23,3613.74,94,0,2,0.891,40.316,3
45.9,81210.0,15.7,9,14004.51,33,3,3,1.681,3.572,1
42.0,67290.0,43.5,13,11747.23,24,3,1,1.549,38.665,1
35.3,30814.0,73.1,20,3112.48,33,4,0,0.539,61.385,3
37.6,36566.0,83.9,23,3670.23,26,0,1,-0.999,87.131,3
27.7,32664.0,81.6,9,301.45,41,1,1,-0.666,28.798,0
30.5,50126.0,79.0,16,1332.97,100,6,0,1.654,36.674,3
51.8,86247.0,28.0,12,13803.95,41,2,0,-1.879,39.644,1
47.0,67131.0,32.8,8,12405.09,59,0,1,1.097,78.364,1
26.9,31490.0,68.7,8,608.25,6,2,2,0.399,70.332,0
22.4,14227.0,79.3,5,425.86,57,2,3,0.957,9.797,0
50.9,74403.0,41.0,7,4605.71,17,4,0,0.677,30.241,2
31.3,86419.0,32.6,17,13792.34,88,4,2,0.066,90.028,1
40.1,67900.0,19.5,10,20850.59,16,2,2,-0.772,72.437,1
49.4,38705.0,39.3,8,6974.99,44,0,3,1.04,83.131,2
22.7,43441.0,84.6,15,3477.36,24,3,3,-1.532,63.6,3
25.8,34960.0,50.5,7,603.01,69,1,0,0.342,82.437,0
51.7,62830.0,47.3,3,5351.83,88,2,3,-0.401,74.467,2
29.1,32828.0,76.7,8,508.94,118,4,1,-1.047,75.971,0
35.8,59903.0,70.1,21,1759.74,90,3,1,0.465,47.508,3
51.6,71707.0,44.4,10,9267.73,84,1,0,1.902,59.017,2
34.9,40651.0,74.2,21,2320.8,92,0,1,-1.16,66.779,3
18.7,29760.0,75.5,11,587.66,20,2,0,-0.743,12.436,0
21.2,28036.0,91.5,6,640.06,93,2,0,0.627,90.518,0
47.1,79750.0,40.7,7,16498.74,98,2,1,-0.52,30.601,1
35.4,73435.0,15.8,15,9951.32,51,1,1,0.588,27.138,1
25.2,20901.0,74.8,7,571.19,54,4,1,-0.281,47.774,0
40.5,36643.0,88.7,16,3630.12,28,4,3,0.347,69.168,3
18.3,17782.0,82.5,0,459.12,56,2,0,0.809,62.278,0
46.6,84814.0,38.8,19,14523.96,90,2,3,0.635,51.494,1
34.2,32460.0,84.8,26,1654.5,111,2,3,-0.671,9.594,3
41.5,85824.0,25.7,12,16793.77,32,1,2,0.344,95.413,1
30.5,40440.0,74.1,24,2977.94,21,3,2,-2.458,0.159,3
27.4,29358.0,82.6,1,437.51,61,2,1,-0.225,43.091,0
49.7,75079.0,39.5,11,11015.78,82,1,3,0.72,84.454,1
26.2,23208.0,59.9,4,463.14,76,5,2,-1.8,2.044,0
21.7,25125.0,75.8,3,729.73,35,0,2,0.284,60.405,0
30.0,42876.0,75.8,14,3358.31,118,3,0,-1.533,92.015,3
29.8,15893.0,75.0,5,570.22,22,2,3,-0.24,14.092,0
50.3,48201.0,45.9,9,8899.2,117,2,1,-0.424,45.135,2
43.8,74159.0,38.4,10,13454.63,57,1,0,2.071,94.782,1
48.6,89717.0,34.7,11,18116.52,93,3,0,0.548,88.394,1
21.5,38941.0,87.1,21,2950.62,19,5,2,0.378,6.207,3
22.3,21742.0,65.4,3,686.01,18,1,0,-1.013,48.514,0
63.8,55501.0,43.8,5,8416.82,56,3,1,0.334,93.573,2
33.7,41750.0,90.6,14,1630.9,18,3,1,-1.396,71.917,3
53.9,54336.0,65.0,9,10322.78,64,2,0,-0.496,50.427,2
36.3,41542.0,77.2,22,1361.12,44,3,3,-0.053,0.504,3
25.5,33709.0,67.9,8,412.09,61,0,3,0.908,51.765,0
42.4,95213.0,23.9,9,8136.18,47,1,3,0.857,92.0,1
49.9,75156.0,30.9,12,13183.04,49,1,3,-0.328,54.52,1
59.8,43341.0,64.9,3,5699.84,80,1,2,-1.975,15.239,2
32.1,49744.0,95.2,18,2106.74,108,2,3,-0.366,74.592,3
42.9,71242.0,41.4,13,16649.4,59,1,0,1.599,40.998,1
54.3,61744.0,58.9,5,7172.99,56,0,1,-0.783,61.382,2
25.6,23309.0,70.0,3,777.48,83,1,0,0.082,98.937,0
59.7,55200.0,52.1,8,7686.12,49,2,3,-2.082,93.255,2
38.4,73657.0,11.3,11,5823.64,116,0,1,-1.408,49.658,1
40.6,39571.0,76.9,18,3657.52,9,2,2,0.369,25.471,3
53.3,44616.0,43.5,11,7841.77,33,3,2,1.661,2.453,2
41.6,40061.0,37.1,11,21955.88,56,2,2,-0.498,40.8,1
22.3,29533.0,66.0,3,792.02,77,1,3,-0.197,13.917,0
19.3,28742.0,84.5,4,463.25,75,1,3,-3.005,22.519,0
25.6,30589.0,66.9,3,322.48,97,5,1,-1.227,70.921,0
44.2,85563.0,22.7,14,14483.87,101,1,1,0.527,14.141,1
37.2,62458.0,71.2,19,1972.55,30,2,3,0.456,97.944,3
61.1,37774.0,77.3,11,6087.28,103,2,2,0.802,15.399,2
60.4,47035.0,67.5,10,5388.78,46,1,1,0.696,89.569,2
22.9,28056.0,82.8,3,312.91,9,2,1,0.797,34.026,0
37.2,51006.0,80.0,17,1687.75,23,3,0,0.943,62.147,3
50.7,38251.0,55.4,5,12536.66,88,1,3,-0.972,53.317,2
21.4,20282.0,73.0,0,93.89,96,0,3,-2.216,4.956,0
62.5,65868.0,66.5,8,6194.15,113,3,3,-0.859,77.536,2
53.6,50549.0,59.7,8,9587.33,102,1,2,1.402,16.979,2
28.8,31554.0,70.8,12,198.24,4,2,1,-1.011,20.234,0
36.8,83731.0,24.0,11,16582.8,44,2,2,-2.029,51.791,1
42.9,73212.0,26.2,10,19989.73,41,2,0,1.637,2.187,1
21.5,32469.0,64.9,10,649.27,46,1,1,0.53,70.286,0
30.4,41533.0,73.5,11,3006.6,27,3,3,0.798,22.792,3
29.7,35909.0,74.5,16,3683.18,11,1,0,-0.327,52.71,3
60.2,47267.0,42.8,13,10378.75,85,1,3,-0.735,16.685,2
38.1,73287.0,23.5,19,19263.64,78,3,0,0.652,69.629,1
43.5,58868.0,44.4,12,14623.06,82,2,1,1.191,1.477,1
60.8,64469.0,59.0,9,9234.93,88,1,2,-1.263,33.419,2
56.0,53202.0,53.1,7,5577.34,20,1,1,-2.369,48.185,2
22.3,34769.0,95.7,8,407.17,105,4,2,-1.023,16.916,0
55.9,55759.0,66.5,10,7396.94,90,1,1,0.211,0.092,2
38.4,36673.0,66.0,20,2393.32,31,0,0,-0.292,89.761,3
42.0,78533.0,40.4,13,11738.25,116,3,1,-0.245,83.92,1
25.8,30097.0,74.1,5,703.25,80,4,2,0.283,4.899,0
40.9,57852.0,87.7,20,2445.99,41,1,2,-0.629,75.983,3
26.0,18464.0,78.4,5,702.06,48,3,0,-0.417,25.402,0
35.4,68319.0,30.2,16,17039.98,106,0,0,-0.347,3.267,1
23.6,20714.0,50.0,5,777.14,103,1,0,0.114,52.961,0
38.8,61337.0,26.9,10,15102.34,19,2,2,1.663,91.505,1
29.5,39005.0,84.0,19,2852.04,71,0,3,-2.019,20.771,3
57.0,60304.0,55.6,11,2609.69,52,2,1,-0.781,17.697,2
30.0,20462.0,62.9,7,867.38,16,0,3,1.173,91.566,0
33.3,36436.0,76.4,21,2093.06,24,0,0,0.332,16.669,3
41.1,31342.0,80.0,21,3146.41,70,2,3,0.096,1.033,3
40.5,33445.0,75.2,18,2385.76,104,1,3,1.0,85.824,3
26.4,25841.0,76.3,3,667.87,80,2,2,-0.518,4.592,0
34.1,76169.0,37.6,11,11124.98,100,2,0,3.056,28.505,1
32.5,43727.0,77.6,26,3392.04,39,1,2,0.21,25.636,3
34.8,51103.0,74.8,22,2232.52,15,4,1,-0.897,65.138,3
18.0,30389.0,54.8,5,746.58,104,1,3,1.166,23.18,0
18.0,35385.0,66.8,4,485.37,114,3,0,1.401,36.878,0
42.3,86403.0,35.1,11,14149.22,4,4,2,-1.658,71.391,1
37.4,41555.0,83.3,19,2664.32,56,1,2,-1.226,49.631,3
56.3,53217.0,45.2,8,7969.57,2,2,1,-1.456,66.329,2
41.5,69560.0,12.7,12,15015.41,78,3,0,1.321,16.779,1
29.7,31343.0,72.2,5,429.94,22,4,0,0.801,94.894,0
53.3,54339.0,47.5,4,7514.04,66,4,1,0.188,52.421,2
40.6,20835.0,81.6,20,3033.0,20,1,1,1.485,1.364,3
43.2,55182.0,26.3,13,21043.55,4,0,0,0.806,36.688,1
42.6,52422.0,70.7,22,1719.71,116,0,2,-1.168,73.915,3
34.6,46600.0,86.7,28,4269.47,98,4,0,1.875,35.89,3
27.2,29768.0,66.1,2,528.89,82,2,1,1.579,46.413,0
52.1,53303.0,83.0,4,9247.37,114,1,0,-0.369,17.219,2
31.1,69446.0,26.2,14,18279.23,48,3,1,-0.719,24.365,1
43.1,51825.0,81.0,21,2985.41,55,3,3,1.806,3.025,3
58.9,48254.0,50.9,7,7836.86,111,4,1,-1.75,53.399,2
49.7,56706.0,44.5,9,6067.2,113,0,3,1.653,58.223,2
35.9,32490.0,76.6,14,3157.73,84,1,2,-0.153,12.915,3
38.7,73102.0,26.3,11,11347.31,90,4,2,-1.143,34.099,1
39.9,35605.0,81.1,20,3762.86,71,5,0,1.536,46.444,3
51.0,69320.0,79.9,8,9533.42,54,1,0,-0.726,98.463,2
29.6,28769.0,82.6,4,557.85,83,1,0,-1.238,41.174,0
60.9,41719.0,33.8,5,8209.43,24,1,1,0.571,29.732,2
29.9,39935.0,83.3,25,4003.83,11,3,2,0.411,53.522,3
34.7,71106.0,42.7,20,15747.65,16,1,2,-1.844,64.809,1
29.8,40236.0,80.8,24,2318.27,65,2,0,2.404,49.477,3
35.2,40316.0,81.3,15,3037.81,100,1,1,1.556,42.962,3
36.9,89243.0,40.4,10,13569.39,92,1,0,1.551,57.97,1
34.7,43062.0,70.4,16,2057.95,13,1,1,0.457,54.114,3
29.8,26799.0,70.4,3,433.05,75,3,2,-0.645,31.602,0
32.4,32655.0,72.2,2,579.59,118,2,3,-0.592,42.814,0
28.4,30466.0,75.8,3,466.22,6,0,0,0.06,33.933,0
28.4,61776.0,91.1,17,3095.33,94,1,0,0.849,45.704,3
53.7,75229.0,35.5,11,5922.9,52,2,1,-0.711,84.624,2
20.4,23973.0,74.4,5,197.15,58,2,0,-0.62,51.174,0
38.4,86118.0,30.6,7,13024.26,101,0,2,-0.062,36.8,1
60.8,52021.0,53.7,7,7719.61,34,2,2,0.657,89.836,2
25.4,26651.0,77.0,4,591.3,50,1,2,-1.124,32.048,0
37.7,36580.0,81.2,22,2593.35,28,2,2,0.08,55.453,3
39.5,45692.0,81.7,23,2873.42,73,2,2,1.806,49.254,3
55.5,54020.0,53.4,6,9184.95,95,2,2,0.446,93.496,2
25.7,56833.0,65.7,23,3006.39,70,4,3,0.407,35.229,3
46.4,79981.0,50.8,13,14907.47,60,1,3,-0.126,70.339,1
26.0,39874.0,70.0,28,2121.75,58,4,1,1.224,64.001,3
49.1,47290.0,60.3,6,8440.89,70,3,3,0.752,0.203,2
50.0,54922.0,50.2,11,6648.15,100,0,1,0.906,71.61,2
28.0,27604.0,75.8,4,638.63,20,0,2,0.646,61.071,0
37.1,36818.0,80.2,22,3279.48,40,2,3,0.973,38.597,3
38.2,75264.0,37.9,13,5528.02,96,2,2,-0.036,85.423,1
20.2,20609.0,71.6,5,324.91,62,3,0,0.248,18.847,0
26.1,29552.0,77.5,4,464.9,111,3,3,1.114,83.214,0
48.3,45738.0,70.9,5,7770.87,113,4,1,0.754,99.577,2
58.1,61611.0,38.9,6,10427.07,96,1,1,-1.275,44.577,2
57.8,56115.0,62.6,8,10290.33,5,2,0,0.146,45.229,2
39.8,54072.0,78.8,11,1706.32,38,0,0,-0.284,82.803,3
26.7,25620.0,61.4,6,84.03,101,5,3,1.963,56.126,0
59.8,58164.0,67.1,9,9525.87,10,0,1,0.368,39.292,2
28.5,33925.0,63.2,12,832.67,101,4,2,1.254,41.333,0
31.4,55634.0,89.7,26,3790.6,111,1,1,0.181,8.888,3
30.0,49980.0,75.7,20,2807.91,66,2,1,0.501,51.312,3
55.4,48004.0,63.4,7,9883.54,71,3,0,0.292,20.08,2
49.6,72978.0,59.4,10,9729.15,75,0,0,0.591,70.015,2
40.0,76922.0,43.0,8,20393.79,65,4,2,-0.278,79.382,1
34.7,63245.0,24.5,11,15517.08,78,3,0,0.684,47.128,1
36.6,36976.0,89.5,20,4123.95,85,2,2,-0.125,32.836,3
37.4,79346.0,29.2,9,21299.49,6,2,2,1.365,60.394,1
50.6,68701.0,39.5,14,16108.26,112,1,1,-0.667,0.868,1
26.1,85850.0,33.8,11,12690.85,90,2,0,-0.288,57.729,1
33.8,44901.0,85.3,30,2103.4,17,1,3,1.172,68.615,3
48.6,78991.0,24.5,7,14747.35,26,3,1,2.214,24.017,1
19.6,32664.0,72.3,3,514.97,7,2,2,0.965,78.395,0
58.9,61366.0,59.7,8,7855.39,48,0,2,-0.061,63.623,2
38.2,52380.0,82.4,19,1548.76,65,1,3,-0.652,45.896,3
24.1,30661.0,83.1,6,709.21,79,0,0,0.491,3.118,0
26.5,34079.0,79.3,6,452.1,95,1,1,-1.152,2.834,0
27.8,30440.0,71.2,2,309.0,36,0,3,-0.183,7.417,0
36.1,87357.0,37.9,16,16701.98,70,0,3,0.449,59.684,1
36.0,69402.0,23.2,8,14276.15,19,3,0,1.09,61.734,1
49.3,65562.0,54.2,9,6462.23,6,2,2,-0.351,62.788,2
50.2,54231.0,60.4,13,10171.1,30,2,1,0.529,2.734,2
55.0,84336.0,74.4,7,8004.03,35,1,2,0.364,64.672,2
41.1,67382.0,25.5,12,14530.53,109,4,3,-0.027,37.966,1
37.0,59195.0,81.8,20,4311.49,57,3,1,1.921,60.625,3
34.1,83197.0,46.4,14,14037.94,17,0,2,0.319,82.826,1
25.9,38513.0,78.9,24,3128.49,80,1,2,-0.131,2.505,3
49.4,58585.0,82.5,4,10853.49,62,2,0,-1.036,85.334,2
26.4,30815.0,83.2,5,405.03,10,2,0,1.84,36.772,0
47.2,51963.0,42.3,8,3849.42,100,0,0,1.061,57.369,2
43.4,75642.0,18.5,12,15806.34,109,2,2,0.27,77.233,1
52.9,45963.0,46.2,9,8603.1,18,1,2,0.819,71.499,2
29.3,39704.0,73.4,2,362.59,74,1,0,-0.732,1.598,0
27.0,29760.0,83.8,3,796.65,116,2,2,1.969,45.3,0
32.8,52423.0,83.8,19,2383.22,101,1,2,0.642,80.639,3
29.7,23503.0,76.5,7,678.88,4,3,0,-0.818,20.926,0
39.2,47469.0,83.3,17,4485.22,72,0,3,0.712,90.753,3
45.1,90228.0,41.7,15,13592.77,24,0,1,-0.09,46.668,1
50.3,49938.0,48.3,6,10426.77,64,1,0,0.339,81.993,2
60.7,63026.0,50.0,11,10525.27,111,2,2,1.6,85.442,2
55.2,49319.0,75.6,10,12673.79,98,2,1,1.14,20.705,2
46.3,69819.0,40.1,13,19603.28,76,3,1,-0.822,94.318,1
28.8,34410.0,73.7,8,772.49,88,1,2,-0.002,76.005,0
27.0,27561.0,65.5,3,371.83,42,3,0,-0.862,41.653,0
37.8,71476.0,31.6,12,16029.44,108,1,1,0.503,83.493,1
46.9,50107.0,74.4,9,9211.1,27,1,0,0.683,10.982,2
40.4,47649.0,78.6,23,1637.35,57,1,3,0.876,7.521,3
29.7,33242.0,82.8,13,1855.94,38,4,1,-0.02,79.451,3
39.7,43749.0,84.2,26,2993.72,52,3,1,1.066,27.977,3
29.0,46988.0,86.1,21,3829.98,81,1,0,-0.392,87.621,3
64.3,63377.0,46.9,6,7407.97,114,1,2,-1.564,5.199,2
43.0,67004.0,31.0,14,12513.85,16,1,2,1.202,16.664,1
37.4,34850.0,84.6,18,5042.64,47,2,3,-1.483,75.125,3
55.3,41912.0,44.1,9,8300.7,41,1,1,0.093,89.523,2
40.9,54491.0,73.2,5,10693.44,27,3,1,-0.969,64.942,2
26.5,22014.0,86.9,5,358.86,99,0,3,-1.524,93.756,0
42.4,75164.0,2.1,13,23352.75,49,1,1,1.104,44.706,1
40.1,90433.0,24.3,9,14354.59,26,1,2,-0.114,81.601,1
41.2,45364.0,80.4,18,2035.79,112,0,2,-0.355,25.444,3
53.1,45900.0,55.0,9,8897.18,54,6,3,-0.66,98.134,2
48.4,78555.0,28.0,13,11916.89,6,3,0,0.049,35.019,1
39.7,46560.0,81.4,29,4685.37,109,5,0,1.472,93.093,3
28.4,23250.0,47.9,7,484.22,110,1,0,0.639,22.791,0
32.4,76515.0,27.0,15,17329.07,1,4,3,0.526,9.2,1
21.1,28666.0,76.4,8,615.78,100,1,3,-2.35,36.359,0
60.0,50433.0,46.7,13,7360.45,19,4,1,1.72,0.957,2
32.5,42418.0,73.0,34,642.62,116,0,1,0.318,4.257,3
46.6,56555.0,31.1,12,14560.55,34,1,2,0.72,93.237,1
30.8,50349.0,83.6,17,2395.77,6,2,1,-0.26,94.742,3
35.7,45117.0,27.4,9,21206.7,69,2,2,0.523,1.262,1
38.0,42605.0,71.6,19,1736.71,39,3,1,0.96,3.334,3
35.3,38957.0,93.7,27,4328.52,31,5,2,-0.172,46.813,3
36.0,38819.0,72.3,29,1749.15,39,1,1,1.407,14.153,3
21.4,23930.0,50.0,7,213.27,106,0,1,1.163,60.348,0
32.8,43430.0,73.7,28,2632.48,7,2,1,-1.521,91.579,3
66.5,68400.0,33.1,7,10624.4,119,1,3,-0.444,90.185,2
31.4,88589.0,17.9,11,12711.64,5,1,0,-0.354,69.738,1
38.6,43531.0,95.1,24,3301.24,99,1,1,-0.928,64.726,3
33.9,73853.0,21.5,11,11140.25,28,1,3,0.894,49.615,1
31.4,45820.0,81.9,21,3261.68,91,3,2,1.975,39.151,3
25.1,36441.0,60.9,2,556.87,70,0,1,0.774,95.231,0
45.8,69048.0,74.4,5,7897.39,40,2,0,-0.736,74.591,2
52.4,64452.0,73.6,11,9991.75,18,3,1,-0.116,87.659,2
28.2,35000.0,71.6,5,342.79,17,1,3,-0.919,81.37,0
22.7,24862.0,91.9,5,121.93,119,5,0,-0.264,98.807,0
22.0,20559.0,94.2,3,1033.94,117,1,3,0.396,74.399,0
33.0,80116.0,47.9,11,14437.93,1,2,1,-0.952,51.482,1
29.2,89301.0,6.8,10,11089.02,19,2,3,-1.265,96.554,1
52.6,52461.0,50.1,7,5890.77,5,6,2,-1.135,94.197,2
37.2,86189.0,48.0,12,11411.23,74,3,0,-0.163,10.517,1
32.9,77063.0,30.2,13,18059.34,74,0,0,1.012,11.23,1
49.6,48431.0,72.8,10,8386.51,88,2,1,-1.182,32.054,2
21.1,30753.0,58.1,4,586.43,60,1,3,-0.233,79.922,0
18.0,58542.0,83.5,23,2944.17,2,3,1,-2.355,81.813,3
43.1,43841.0,80.6,19,2847.33,11,1,2,0.687,66.951,3
50.8,51004.0,44.5,7,10209.41,4,2,2,0.27,77.761,2
48.7,65643.0,48.1,10,7956.13,87,1,2,0.346,85.994,2
31.4,57961.0,80.8,26,661.87,71,0,0,0.647,25.52,3
28.7,20723.0,67.5,4,257.09,79,4,0,0.77,17.476,0
23.2,35390.0,80.8,5,762.26,23,1,2,0.001,50.271,0
20.7,37078.0,75.8,2,493.31,35,1,0,0.099,66.459,0
29.5,45315.0,70.1,16,2136.98,75,3,2,1.079,71.969,3
25.8,34459.0,71.6,9,468.82,39,2,0,-0.312,6.731,0
54.6,67254.0,58.9,9,7022.5,31,1,1,0.892,48.55,2
42.4,43023.0,81.6,32,2816.31,2,0,0,1.264,45.986,3
35.2,55949.0,64.2,25,1666.34,10,6,1,1.286,5.984,3
57.5,63771.0,55.6,8,10789.9,48,3,3,-0.992,42.003,2
23.9,31740.0,59.4,6,115.24,5,1,2,0.329,96.387,0
39.4,52068.0,85.4,18,2923.74,76,1,0,-1.941,9.327,3
56.4,57952.0,57.5,7,5795.21,82,2,2,-1.278,17.923,2
30.2,24570.0,73.7,8,513.07,28,3,2,-0.723,26.988,0
24.1,30367.0,76.9,6,432.79,8,0,3,0.303,46.837,0
35.3,47639.0,90.6,24,3393.67,68,1,3,0.677,48.17,3
50.7,35392.0,51.9,9,6312.16,81,4,1,1.193,48.95,2
43.1,53791.0,74.7,20,2660.85,93,5,2,1.281,80.157,3
40.5,41035.0,70.7,25,1650.96,9,2,2,0.785,76.973,3
45.7,54163.0,37.7,7,10415.64,14,1,3,1.12,76.764,2
57.3,58580.0,52.1,8,7063.01,40,2,2,-1.335,55.793,2
36.8,82568.0,41.0,16,18221.84,9,1,2,-0.089,63.548,1
38.1,70555.0,27.8,11,9720.87,102,0,2,-0.872,8.836,1
39.8,64897.0,38.9,8,19405.81,9,1,3,-0.859,62.98,1
35.4,37308.0,75.0,15,3585.1,116,3,2,-0.819,21.231,3
60.6,58399.0,38.4,8,11115.66,52,0,0,0.685,62.439,2
28.7,47872.0,80.3,9,4014.43,41,3,3,0.902,95.842,3
38.0,80065.0,27.1,7,10429.36,11,4,2,-1.451,51.36,1
55.9,31980.0,38.9,7,8981.44,22,0,1,0.206,1.217,2
56.5,63460.0,53.3,7,7023.79,105,3,3,-0.476,6.507,2
56.9,73079.0,46.6,11,11542.24,45,3,2,-1.658,4.482,2
53.7,44350.0,43.9,3,9371.88,27,2,1,1.724,61.661,2
24.9,28644.0,88.1,4,755.06,94,2,1,-1.243,4.427,0
45.6,59409.0,47.3,7,7207.92,6,1,3,-1.289,50.902,2
23.2,24908.0,76.5,4,339.54,97,0,1,0.197,9.323,0
37.5,98849.0,28.8,13,10101.36,117,1,3,1.313,43.053,1
36.0,82804.0,29.6,15,12634.28,22,2,2,1.301,66.234,1
61.8,52914.0,73.8,11,8162.05,26,1,0,-1.229,92.177,2
31.5,32620.0,71.8,28,4521.2,70,2,2,-1.283,10.807,3
53.6,48312.0,41.4,7,11283.16,97,5,3,0.213,73.033,2
61.5,51960.0,48.4,13,4850.02,74,0,0,1.289,58.933,2
51.4,45707.0,55.8,7,10543.35,101,4,3,0.04,89.957,2
59.7,47221.0,70.1,7,7875.44,65,2,2,0.506,70.237,2
26.7,28344.0,76.6,4,325.87,108,1,1,-1.233,34.862,0
45.4,74285.0,16.9,11,16099.87,15,0,2,0.13,81.428,1
35.7,98362.0,23.2,8,20056.75,87,2,1,0.78,49.306,1
44.8,86000.0,21.8,15,13278.79,76,2,0,-0.178,28.861,1
28.4,24949.0,81.9,11,378.56,82,0,2,0.24,76.268,0
22.3,31441.0,83.9,4,534.64,111,0,0,1.642,38.744,0
37.9,95112.0,18.8,19,12866.71,113,1,2,-1.847,71.307,1
31.8,41996.0,84.4,18,3656.64,16,2,1,0.168,29.714,3
38.2,78980.0,24.1,11,22269.41,91,3,1,-0.918,76.643,1
47.2,75507.0,26.5,18,20500.58,56,1,2,2.924,96.439,1
18.0,30748.0,81.3,6,360.27,48,6,0,-0.358,93.723,0
56.4,47009.0,78.0,9,9188.23,92,2,0,-0.758,37.057,2
40.4,51456.0,22.9,12,17925.26,9,3,1,0.803,29.441,1
24.1,29137.0,95.6,5,185.19,84,3,0,-1.125,37.473,0
54.0,44831.0,64.8,7,7668.27,97,1,1,-3.051,9.728,2
27.5,36067.0,81.1,7,580.83,57,0,2,0.684,6.066,0
31.5,32468.0,79.3,10,696.84,26,1,3,1.466,55.029,0
19.4,34795.0,78.3,3,308.45,29,1,1,-0.881,99.499,0
24.9,25358.0,59.5,6,375.64,93,2,2,-0.972,83.43,0
18.5,30083.0,76.1,5,578.87,65,2,2,0.512,37.876,0
34.7,68194.0,22.5,15,19513.23,81,3,0,0.778,75.445,1
37.3,27757.0,71.0,19,4387.82,44,1,0,0.591,83.99,3
56.2,47814.0,44.6,10,8330.9,17,0,2,-1.051,51.416,2
53.1,51255.0,47.5,9,8754.26,96,3,3,-0.62,10.421,2
42.4,75403.0,17.6,9,14433.45,17,1,3,-0.866,63.69,1
